Group 1,Group 2,Group 3
1.03265e-318,1.0,0.0
0.0,1.0,0.0
1.2637846300874253e-15,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.788594769626402e-28,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.965977367090145e-61,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.1344014794421396e-86,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.037331820970018e-69,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.831047820980746e-43,1.0,0.0
0.0,1.0,0.0
1.1537478721957958e-45,1.0,0.0
0.0,1.0,0.0
0.9999834582856735,1.654171432802596e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.0544624167713054e-55,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.9754415392137956e-59,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.473291955556201e-287,1.0,0.0
0.9999885293246069,1.1470675392932311e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.4692470792380223e-37,1.0,0.0
2.70873362198526e-139,1.0,0.0
0.0,1.0,0.0
1.5511886256760664e-46,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
7.873560354953277e-33,1.0,0.0
0.0,1.0,0.0
2.946829247064741e-78,1.0,0.0
0.0,1.0,0.0
3.7385791390545883e-181,1.0,0.0
8.138232912421884e-27,1.0,0.0
0.9999874467406941,1.255325930565793e-05,0.0
0.9906486386031613,0.009351361396839154,0.0
0.9999996483703036,3.516296958805921e-07,0.0
0.9999996747967965,3.2520320250171863e-07,0.0
0.9999984187073597,1.58129264095778e-06,0.0
9.191103182206759e-31,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999989669065713,1.0330934298731024e-06,0.0
0.9999990152506849,9.847493168239604e-07,0.0
0.0,1.0,0.0
0.9999823494092025,1.7650590797272068e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.6359699049168882e-52,1.0,0.0
5.334743986383065e-12,0.9999999999946638,0.0
0.676089610183389,0.3239103898166102,0.0
3.3207415302928e-56,1.0,0.0
3.013538321033869e-152,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
5.758348790003526e-210,1.0,0.0
6.449461256535964e-67,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999811146680545,1.8885331944003087e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.6300342223093998,0.3699657776906012,0.0
4.256855263016933e-71,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9997468931541568,0.0002531068458423085,0.0
0.9999994450665971,5.549334023208982e-07,0.0
0.999999118529176,8.814708233407227e-07,0.0
0.9999994165168179,5.834831806074288e-07,0.0
0.9999994946453723,5.053546269522557e-07,0.0
0.9999995694417375,4.3055826364704726e-07,0.0
0.9999995734239016,4.2657609803002656e-07,0.0
0.9999995741163997,4.2588359978147655e-07,0.0
0.9999995891476194,4.1085238122211894e-07,0.0
3.4453250789238573e-62,1.0,0.0
0.9999996058675822,3.941324164221972e-07,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.5324574583220378e-42,1.0,0.0
4.352813664890728e-42,1.0,0.0
0.0,1.0,0.0
2.7062688283687744e-54,1.0,0.0
0.0,1.0,0.0
5.846693134999033e-37,1.0,0.0
0.0,1.0,0.0
4.926534813790457e-21,1.0,0.0
4.3847840772329155e-22,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
8.095335066353423e-17,1.0,0.0
0.9999531938869773,4.6806113023960896e-05,0.0
0.9936895801886784,0.006310419811322304,0.0
0.0,1.0,0.0
1.0338717996032893e-11,0.9999999999896616,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.587414220517606e-253,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.4879290404659735e-15,0.9999999999999929,0.0
3.998536515916509e-60,1.0,0.0
1.869568774352752e-15,1.0,0.0
0.0,1.0,0.0
1.10773721839773e-19,1.0,0.0
1.1793899695013039e-25,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9998882571207037,0.00011174287929647301,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999711939706424,2.8806029359289158e-05,0.0
7.714871539616706e-307,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.807637062884591e-16,1.0,0.0
0.9999997264592208,2.7354077817315547e-07,0.0
0.00025561758035906715,0.9997443824196415,0.0
0.9999971613724875,2.8386275110353846e-06,0.0
0.002098460148051205,0.9979015398519481,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.2785263868096945e-88,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.991317661108971e-68,1.0,0.0
0.0,1.0,0.0
1.0665857499148944e-171,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.2852710416003374e-06,0.9999977147289592,0.0
6.336089341222431e-27,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.0,1.0
0.0,1.0,0.0
0.0011853800688034644,0.9988146199311948,0.0
0.0,1.0,0.0
3.669524444427523e-59,1.0,0.0
0.0,1.0,0.0
5.05348738470545e-09,0.9999999949465135,0.0
1.9852420063732986e-241,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.2193359515657766e-86,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.607623385213897e-67,1.0,0.0
0.0,1.0,0.0
8.391072735127736e-44,1.0,0.0
0.0,1.0,0.0
3.9797529824239956e-47,1.0,0.0
4.504486962989344e-112,1.0,0.0
0.0,1.0,0.0
4.047294540840314e-60,1.0,0.0
9.979827180218657e-202,1.0,0.0
0.0,1.0,0.0
2.1323308634943552e-264,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.336612196701442e-59,1.0,0.0
4.205740788409629e-29,1.0,0.0
0.0,1.0,0.0
1.6390846499548196e-57,1.0,0.0
0.0,1.0,0.0
0.8928598877691076,0.10714011223089058,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
8.929437261815386e-05,0.9999107056273824,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.977401684313638e-152,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.91026432304927e-28,1.0,0.0
1.62254366677977e-76,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.893450340823945e-73,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.48680095865673145,0.5131990413432695,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.7313551546197713,0.26864484538022576,0.0
0.9703503916753624,0.02964960832463955,0.0
0.9999918465991513,8.15340084925239e-06,0.0
0.9992761385457252,0.000723861454273402,0.0
4.1463656027415e-152,1.0,0.0
1.6892832953150468e-06,0.9999983107167041,0.0
3.3455270865672833e-94,1.0,0.0
0.0,1.0,0.0
4.477806725712174e-15,0.9999999999999929,0.0
6.080875807088091e-17,1.0,0.0
0.0,1.0,0.0
0.5391726385618779,0.4608273614381203,0.0
0.9999996793925819,3.206074188907803e-07,0.0
0.9999995851592488,4.148407502270863e-07,0.0
0.9999996467263534,3.53273645443628e-07,0.0
0.9999997067845502,2.932154504371387e-07,0.0
0.9999997093502766,2.906497225175858e-07,0.0
0.999999725560793,2.7443920718214554e-07,0.0
0.9999997208797601,2.79120241356739e-07,0.0
0.9999997222782392,2.777217591542298e-07,0.0
0.999999720490603,2.795093958950396e-07,0.0
0.9999997207268797,2.792731196011234e-07,0.0
2.659399574071485e-280,1.0,0.0
0.0,1.0,0.0
7.689151880725228e-48,1.0,0.0
0.0,1.0,0.0
1.835520744632949e-34,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.984086554329391e-31,1.0,0.0
1.9355138683826148e-07,0.999999806448611,0.0
0.0,1.0,0.0
2.2167461961422342e-203,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
8.232731564205975e-47,1.0,0.0
3.847727074061742e-251,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.691878701092516e-134,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
5.6924523504699484e-30,1.0,0.0
4.816571028219921e-07,0.9999995183428988,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.0933345697356717e-16,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9930580682515384,0.006941931748462849,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
5.293701968758916e-154,1.0,0.0
1.76036766748359e-142,1.0,0.0
0.9999995020239428,4.979760584918608e-07,0.0
0.9999995014745514,4.98525447922174e-07,0.0
2.2639761096233507e-241,1.0,0.0
0.9999990366959842,9.633040170446482e-07,0.0
0.9999995061565887,4.938434112150675e-07,0.0
0.999999522626233,4.773737682824079e-07,0.0
0.9999995171577922,4.828422065373586e-07,0.0
0.9999995145659005,4.854341006012534e-07,0.0
0.9999995138777864,4.861222151573764e-07,0.0
0.9999995039249456,4.960750547815591e-07,0.0
0.9999995153761747,4.846238249988079e-07,0.0
0.9999995121835585,4.87816440624427e-07,0.0
0.9999995012320078,4.987679913936851e-07,0.0
0.9999995014630335,4.985369674122325e-07,0.0
0.9999995073482678,4.926517333462511e-07,0.0
0.9999995021488668,4.978511339711579e-07,0.0
0.9999995032678858,4.967321133372137e-07,0.0
0.9999995037071182,4.962928816633409e-07,0.0
0.999999502823875,4.971761255588807e-07,0.0
0.9999995064464119,4.935535869604487e-07,0.0
0.9999995032678858,4.967321133372137e-07,0.0
0.9999995076436261,4.923563747233856e-07,0.0
0.999999504890452,4.95109546912441e-07,0.0
0.999999505311864,4.946881366781834e-07,0.0
0.9999995249942044,4.750057945084401e-07,0.0
0.9999995054164772,4.945835228210246e-07,0.0
0.9999995016010671,4.983989327065536e-07,0.0
0.9999995013938516,4.9860614775129e-07,0.0
0.9999995034441536,4.965558476760861e-07,0.0
0.9999995056767204,4.943232789570685e-07,0.0
0.9999995233661741,4.766338274839616e-07,0.0
0.9999995243533627,4.7564663787580653e-07,0.0
0.9999995018415822,4.981584169149381e-07,0.0
0.9999994491905138,5.508094844805996e-07,0.0
0.9999994471260153,5.528739830997498e-07,0.0
0.12909992326938294,0.8709000767306173,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.999999180158531,8.19841469605433e-07,0.0
0.9999426624570886,5.7337542912047204e-05,0.0
0.999999249587316,7.504126848190003e-07,0.0
0.999989396290365,1.060370963612069e-05,0.0
0.9999932454650171,6.7545349820390985e-06,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.832539132131635e-55,1.0,0.0
0.9982257573690976,0.0017742426309018304,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.7153535802721194e-40,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
7.16915335760704e-72,1.0,0.0
0.0,1.0,0.0
1.1336770152939195e-104,1.0,0.0
1.4431464349206755e-30,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.8287623663592015e-68,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.281350269218583e-10,0.999999999771866,0.0
4.035557411876061e-30,1.0,0.0
0.0,1.0,0.0
9.757341994412647e-137,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.691537730517733e-09,0.9999999933084638,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.990408901920378e-67,1.0,0.0
2.8020995943855856e-09,0.9999999971979001,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.99998784815641,1.2151843590518381e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
8.704473954760096e-09,0.9999999912955246,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.962406934883231e-08,0.999999950375931,0.0
6.870093817607063e-259,1.0,0.0
2.0676345363492034e-92,1.0,0.0
3.657800590259185e-37,1.0,0.0
0.00012885410375590745,0.9998711458962459,0.0
2.4399253045072194e-43,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.1328011390319093e-27,1.0,0.0
0.0,1.0,0.0
1.0386680331212526e-192,1.0,0.0
0.0,1.0,0.0
0.5030263652317729,0.49697363476822615,0.0
0.9999540979844648,4.5902015534016336e-05,0.0
8.543313401858877e-16,1.0,0.0
0.9999732497753334,2.675022466502691e-05,0.0
0.9997377024396532,0.0002622975603473747,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9997377024396532,0.0002622975603473747,0.0
9.288534791509787e-33,1.0,0.0
0.9999673670238571,3.263297614350343e-05,0.0
0.7788889206315323,0.22111107936846655,0.0
5.734827315835347e-14,0.9999999999999432,0.0
0.9999949961481813,5.003851817494283e-06,0.0
0.9999946199792461,5.380020755063977e-06,0.0
3.855863382141897e-16,1.0,0.0
8.423989344193222e-05,0.9999157601065567,0.0
7.19832770092792e-100,1.0,0.0
3.0289822199274065e-11,0.9999999999697096,0.0
0.9999943726320765,5.627367923395006e-06,0.0
0.9999943428343525,5.6571656476297735e-06,0.0
0.9999897199203689,1.0280079630597458e-05,0.0
0.9999940895609087,5.910439091039715e-06,0.0
0.9999931765289983,6.823471000051169e-06,0.0
0.9983963464212249,0.001603653578776021,0.0
0.0,1.0,0.0
0.999994405601277,5.594398721488755e-06,0.0
5.1211823038506085e-54,1.0,0.0
0.9999610123448078,3.898765519344359e-05,0.0
0.9999946596469114,5.340353087887011e-06,0.0
3.477849179184573e-57,1.0,0.0
0.0,1.0,0.0
0.9179748272963858,0.08202517270361431,0.0
0.9999739764700751,2.6023529924720246e-05,0.0
0.9050382751098438,0.09496172489015699,0.0
0.9999938561591236,6.143840877819142e-06,0.0
0.9999950059969756,4.9940030240217975e-06,0.0
0.9998042389400696,0.00019576105992887032,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.835441095485215e-30,1.0,0.0
0.9999842612272094,1.5738772790569842e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.798784940533012e-269,1.0,0.0
0.9999596017190013,4.039828099899082e-05,0.0
0.9999936702001189,6.329799879767043e-06,0.0
0.9999931892398569,6.810760144374392e-06,0.0
0.0,1.0,0.0
2.983589527208484e-104,1.0,0.0
1.3672115087932115e-18,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.2080749279576005e-128,1.0,0.0
0.0,1.0,0.0
3.796363819195642e-53,1.0,0.0
0.0,1.0,0.0
0.9997683969096034,0.00023160309039657443,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.869553261182461e-162,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.6665630122048186e-166,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.2919610286789913e-101,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
9.902216090765263e-52,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
6.869905328035564e-26,1.0,0.0
0.0,1.0,0.0
0.9999985245490364,1.4754509627401068e-06,0.0
0.6823015475097093,0.31769845249029244,0.0
0.0,1.0,0.0
0.999987330205666,1.2669794334971245e-05,0.0
0.9995785940157783,0.00042140598422315834,0.0
0.0,1.0,0.0
4.945643268567293e-300,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.000523845239330307,0.9994761547606663,0.0
5.846265224396513e-147,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.135528384027354e-58,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.8197333900982529,0.18026660990174873,0.0
0.0,1.0,0.0
0.0,1.0,0.0
3.508675115826295e-80,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.217115680632832e-39,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
8.971116858266038e-222,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9575903709873045,0.042409629012696494,0.0
1.6564428473816733e-264,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.999998947553546,1.0524464553009279e-06,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.3291326869511836e-100,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.993147338300328e-139,1.0,0.0
0.0,1.0,0.0
3.0434692093559707e-21,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.1246158312207189e-98,1.0,0.0
0.0,1.0,0.0
0.11624779594214224,0.8837522040578584,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.3177798884541825e-19,1.0,0.0
1.5227293282937638e-190,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
8.19686858197718e-309,1.0,0.0
0.0,1.0,0.0
2.5864817238158683e-40,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999715328081612,2.8467191837931845e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.22465131152016e-26,1.0,0.0
1.1655349504677794e-51,1.0,0.0
1.4758049510384814e-224,1.0,0.0
0.0,1.0,0.0
7.125129559829711e-54,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
9.018083728996794e-09,0.9999999909819195,0.0
0.0,1.0,0.0
9.991570682683672e-118,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.15345241933536e-294,1.0,0.0
0.0,1.0,0.0
9.408519734459428e-227,1.0,0.0
0.0,1.0,0.0
0.9990556817596306,0.0009443182403682751,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.6481296e-317,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.6052256752156032e-153,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.442325218930602e-181,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9996539232629347,0.0003460767370656275,0.0
0.0,1.0,0.0
4.645255303778224e-36,1.0,0.0
2.422413896485288e-43,1.0,0.0
0.0,1.0,0.0
7.240802868294086e-18,1.0,0.0
0.0,1.0,0.0
2.783749058566525e-56,1.0,0.0
5.253926872001531e-13,0.9999999999994742,0.0
2.7887993543683755e-113,1.0,0.0
0.9999755367460809,2.446325391985289e-05,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
2.013942979639236e-61,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.08627077543547494,0.9137292245645258,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
4.213171838206265e-63,1.0,0.0
0.999998020238094,1.9797619067891304e-06,0.0
5.48847973277663e-11,0.9999999999451177,0.0
0.0023304638933437367,0.9976695361066545,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
